PROVIDER_ID,Std_Outcomes_Mortality_score,lower_Outcomes_Mortality_score,upper_Outcomes_Mortality_score,Std_Outcomes_Readmission_score,lower_Outcomes_Readmission_score,upper_Outcomes_Readmission_score,Std_Outcomes_Safety_score,lower_Outcomes_Safety_score,upper_Outcomes_Safety_score,Std_PatientExp_score,lower_PtExp_score,upper_PtExp_score,Std_Efficiency_score,lower_Efficiency_score,upper_Efficiency_score,Std_Process_Effect_score,lower_Process_Effect_score,upper_Process_Effect_score,Std_Process_Time_score,lower_Process_Time_score,upper_Process_Time_score,weight_PatientExperience,weight_Outcomes_Readmission,weight_Outcomes_Mortality,weight_Outcomes_Safety,weight_Efficiency,weight_Process_time,weight_Process_Effect,summary_score,Lower_summary_score,Upper_summary_score,Summary_score_win,star,Outcomes_Mortality_cnt,Outcomes_safety_cnt,Outcomes_Readmission_cnt,Patient_Experience_cnt,Efficiency_cnt,Process_Timeliness_cnt,Process_Effectiveness_cnt,Total_measure_group_cnt,Outcomes_Measure_Group_cnt,report_indicator,Out_Mrt_Grp_Score_Cat,Out_Readm_grp_Score_Cat,Out_Sft_Grp_Score_Cat,Pt_Exp_Grp_Score_Cat,Eff_Imaging_Grp_Score_Cat,Prc_Effect_of_Care_Grp_Score_Cat,Prc_Time_of_Care_Grp_Score_Cat
140174,-0.399242149,-1.379464579,0.580980282,0.742078428,0.264246921,1.219909934,0.196346334,-0.290037078,0.682729747,-0.275712138,-0.800485703,0.249061426,0.701971407,-0.111812971,1.515755786,0.328029214,-0.812698668,1.468757097,-0.130924959,-0.468972394,0.207122476,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.093926531,-0.198675278,0.38652834,0.093926531,3,7,7,8,11,4,5,8,7,3,1,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
140176,-0.034493319,-1.045883714,0.976897076,0.934274848,0.443529117,1.425020578,0.881169094,0.361547156,1.400791032,-0.461398779,-0.808086714,-0.114710845,0.162071656,-0.570033868,0.894177181,0.751634549,-0.398795371,1.902064468,0.194267033,-0.235165192,0.623699258,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.334620335,0.046038402,0.623202268,0.334620335,4,6,6,7,11,5,7,7,7,3,1,Same as the national avera,Above the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140177,0.248310883,-1.22339746,1.720019226,-1.614139853,-2.475085071,-0.753194636,-0.084372856,-0.68432422,0.515578509,-3.683342655,-4.411659525,-2.955025786,0.5027608,-1.005410903,2.010932504,-4.356985709,-5.481070036,-3.232901381,0.669294335,0.291877615,1.046711055,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-1.256777009,-1.692202667,-0.821351351,-1.256777009,1,4,4,4,11,3,5,7,7,3,1,Same as the national avera,Below the national average,Same as the national avera,Below the national average,Same as the national avera,Below the national average,Above the national average
140179,0.664136194,-0.06341458,1.391686969,-2.253416843,-2.600353098,-1.906480589,-0.408756506,-0.766499038,-0.051013974,-0.060228081,-0.458430904,0.337974741,-2.553958042,-3.203479163,-1.904436922,-2.277096631,-2.999386444,-1.554806818,-0.671799658,-0.98088557,-0.362713746,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.672932525,-0.88961949,-0.45624556,-0.672932525,2,6,8,7,11,5,5,10,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Below the national average,Below the national average,Below the national average
140180,1.178121073,0.193279574,2.162962573,-1.204770921,-1.67890286,-0.730638983,1.653575734,1.27802502,2.029126448,-0.146713778,-0.630194423,0.336766867,-0.275430735,-1.137124935,0.586263465,0.538519343,-0.44694495,1.523983635,-0.84755655,-1.222381309,-0.472731792,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.302267946,0.021391703,0.583144189,0.302267946,4,7,7,8,11,5,6,9,7,3,1,Above the national average,Below the national average,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average
140181,0.219927524,-1.094517476,1.534372525,-1.776209166,-2.529518661,-1.022899671,1.013758156,0.383516934,1.643999378,-2.766405577,-3.41382252,-2.118988635,-0.777619206,-2.34528836,0.790049949,-0.717657943,-2.346926445,0.911610558,-1.320907748,-1.773330963,-0.868484533,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.84061179,-1.239396017,-0.441827562,-0.84061179,2,4,5,5,11,1,5,4,6,3,1,Same as the national avera,Below the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Below the national average
140182,-0.701328033,-1.785391959,0.382735893,-1.992281091,-2.476392669,-1.508169513,-1.444705361,-1.916882963,-0.972527759,0.038683252,-0.256017972,0.333384475,0.637044084,-0.111329393,1.385417561,-0.060892825,-1.121928528,1.000142879,-0.607196081,-1.029032133,-0.18536003,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.903160664,-1.196684428,-0.609636901,-0.903160664,2,7,8,8,11,4,5,8,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average
140184,-0.05843453,-1.167956283,1.051087224,-0.796887963,-1.366969917,-0.226806008,-1.334609759,-1.924840364,-0.744379154,-0.597444801,-1.054565216,-0.140324386,0.367858725,-0.590461212,1.326178661,0.839993644,-0.394419326,2.074406614,0.587476498,0.114523571,1.060429425,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.541409797,-0.867751835,-0.215067759,-0.541409797,2,6,4,7,11,4,5,8,7,3,1,Same as the national avera,Below the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Above the national average
140185,1.015211218,0.359559764,1.670862673,0.032595873,-0.263500003,0.328691749,1.104467695,0.784043137,1.424892252,0.052257011,-0.180714779,0.285228801,0.558736359,0.038274785,1.079197933,1.017279218,0.047284274,1.987274161,-0.513161869,-0.861652831,-0.164670907,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.527511144,0.341066466,0.713955821,0.527511144,4,7,8,8,11,5,6,10,7,3,1,Above the national average,Same as the national avera,Above the national average,Same as the national avera,Above the national average,Above the national average,Below the national average
140186,1.278097607,0.518980768,2.037214446,1.465076033,1.107433423,1.822718643,0.379234458,-0.002151181,0.760620097,0.760568667,0.21160417,1.309533164,0.703985536,0.082901967,1.325069105,-0.155798478,-1.334915548,1.023318592,0.303792907,-0.093586932,0.701172746,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.888334087,0.645903231,1.130764943,0.888334087,5,7,7,8,11,5,5,8,7,3,1,Above the national average,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera
140187,-0.582173502,-1.483592813,0.319245809,-0.660528076,-1.081880625,-0.239175527,-0.516358898,-0.953657844,-0.079059953,0.129295209,-0.201589157,0.460179575,-1.495983855,-2.299482358,-0.692485351,0.67174852,-0.383004674,1.726501714,0.178851052,-0.262549572,0.620251677,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.38436373,-0.640424809,-0.128302651,-0.38436373,2,7,7,8,11,4,5,9,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera
140189,0.219888799,-0.609345879,1.049123477,-0.956924561,-1.37320079,-0.540648332,0.533126127,0.066571922,0.999680332,0.657311636,0.302833175,1.011790098,0.434609696,-0.241399768,1.110619161,0.200826793,-0.648328674,1.04998226,-0.183532184,-0.561089861,0.194025493,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.117824612,-0.127875062,0.363524287,0.117824612,3,6,7,7,11,5,7,9,7,3,1,Same as the national avera,Below the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
140191,1.775799286,1.017364398,2.534234174,-0.731439871,-1.085888511,-0.376991231,0.565131455,0.215312915,0.914949995,-1.197421723,-1.577138559,-0.817704887,0.421446011,-0.099511221,0.942403242,0.316389256,-0.770848746,1.403627259,0.101981013,-0.324975392,0.528937418,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.124247863,-0.098048216,0.346543943,0.124247863,3,7,7,8,11,5,6,9,7,3,1,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140197,0.540960258,-1.01781773,2.099738247,-0.147818157,-1.155346915,0.859710601,0.574885579,-0.096217011,1.245988169,-0.227071088,-1.499525339,1.045383162,,,,0.447973103,-0.832911217,1.728857422,0.446752164,-0.266005487,1.159509816,0.229166667,0.229166667,0.229166667,0.229166667,,0.041666667,0.041666667,0.207082772,-0.334384995,0.748550539,0.207082772,3,3,2,4,11,0,4,5,5,2,1,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,missing,Same as the national avera,Same as the national avera
140200,1.219524072,0.599757176,1.839290969,0.061205273,-0.21610954,0.338520087,-0.028001093,-0.341173491,0.285171304,0.242610703,-0.095129587,0.580350992,0.414171632,-0.114871541,0.943214804,0.646051795,-0.34934707,1.641450659,0.221801136,-0.157985067,0.60158734,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.380255553,0.19363422,0.566876885,0.380255553,4,7,7,8,11,5,5,9,7,3,1,Above the national average,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
140202,1.225059795,0.584317116,1.865802474,1.43140005,1.157860757,1.704939343,1.363672472,1.053494934,1.67385001,-0.113671576,-0.344668702,0.117325551,0.840137922,0.256421319,1.423854526,1.005984145,0.03610287,1.975865421,-0.476398449,-0.852381867,-0.100415031,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.914210308,0.732575176,1.095845439,0.914210308,5,7,7,8,11,5,5,9,7,3,1,Above the national average,Above the national average,Above the national average,Same as the national avera,Above the national average,Above the national average,Below the national average
140206,0.192444997,-1.230315185,1.61520518,-0.465927748,-1.286530644,0.354675148,-0.42263357,-1.038709056,0.193441917,-2.877726845,-3.303087859,-2.452365831,0.232007068,-1.050619894,1.514634029,-0.453337669,-1.696563724,0.789888387,-0.751459272,-1.261229421,-0.241689123,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.825157091,-1.229053919,-0.421260264,-0.825157091,2,5,5,5,11,2,5,7,6,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Below the national average
140208,1.714943542,1.156891226,2.272995858,-0.837320441,-1.063781814,-0.610859068,-0.409781242,-0.642559275,-0.177003209,-0.101762476,-0.255562653,0.0520377,0.527235973,-0.052477992,1.106949939,-0.024524014,-0.88339374,0.834345712,-2.007822675,-2.410088992,-1.605556358,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.020333036,-0.132270271,0.172936342,0.020333036,3,7,8,8,11,5,5,9,7,3,1,Above the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average
140209,-0.424700062,-1.224475186,0.375075062,0.608460178,0.242456099,0.974464257,0.812278116,0.428842413,1.195713819,0.303280315,-0.089859961,0.69642059,-0.508371112,-1.237463457,0.220721233,-0.58702984,-1.683308537,0.509248858,-0.306412363,-0.783528901,0.170704175,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.229777548,-0.005060715,0.46461581,0.229777548,4,7,7,8,11,5,5,9,7,3,1,Same as the national avera,Above the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
140210,-0.280204794,-1.45075393,0.890344341,-1.283284194,-1.974916998,-0.59165139,0.432539567,-0.384782377,1.249861512,0.014449108,-0.644676702,0.673574917,-0.965227741,-1.827401312,-0.103054169,0.268654629,-0.959155365,1.496464623,1.23751947,0.668108037,1.806930903,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.223992214,-0.607235762,0.159251333,-0.223992214,3,4,2,4,11,3,6,6,6,2,1,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Below the national average,Same as the national avera,Above the national average
140211,0.609325453,-0.207754513,1.42640542,1.503845085,1.127094443,1.880595727,-0.269188365,-0.701326095,0.162949364,0.426854348,0.011850401,0.841858295,-0.944854052,-1.545321005,-0.3443871,-0.404032115,-1.488072108,0.680007877,0.296992855,-0.125091683,0.719077392,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.457508302,0.214054751,0.700961853,0.457508302,4,6,7,7,11,5,5,9,7,3,1,Same as the national avera,Above the national average,Same as the national avera,Above the national average,Below the national average,Same as the national avera,Same as the national avera
140213,1.525559693,0.903697447,2.147421939,-1.92338725,-2.186728297,-1.660046202,1.539553913,1.24074515,1.838362676,0.789576448,0.629103166,0.95004973,0.297633662,-0.297218065,0.892485389,-0.547371681,-1.612646803,0.517903442,0.124688697,-0.270253813,0.519631208,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.419884644,0.245937573,0.593831715,0.419884644,4,6,8,7,11,5,5,9,7,3,1,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Same as the national avera
140217,-0.011587756,-0.987671641,0.964496129,0.477822415,0.026313923,0.929330907,-0.616698261,-1.088498223,-0.144898299,-0.297318195,-0.772412259,0.177775869,0.217892809,-0.647565421,1.083351039,0.242474196,-0.982263377,1.46721177,0.157055712,-0.241211088,0.555322511,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.073815087,-0.3592783,0.211648127,-0.073815087,3,7,6,8,11,3,5,8,7,3,1,Same as the national avera,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
140223,0.454452565,-0.147411297,1.056316427,0.387536495,0.151212296,0.623860693,-1.139358764,-1.400837999,-0.877879529,0.318235511,0.15193894,0.484532082,0.757957779,0.279207914,1.236707645,0.472394233,-0.383612413,1.328400878,-0.047328861,-0.486986149,0.392328426,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.051911403,-0.111545856,0.215368663,0.051911403,3,7,8,8,11,5,5,9,7,3,1,Same as the national avera,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera
140224,1.354105747,0.412384048,2.295827447,-2.740697976,-3.159253872,-2.322142081,-1.212216428,-1.63546503,-0.788967826,-0.743512315,-1.259855419,-0.22716921,0.364564842,-0.57398043,1.303110113,-0.464801626,-1.642719397,0.713116146,0.477226462,0.024934905,0.92951802,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.720231027,-0.997530309,-0.442931744,-0.720231027,2,7,7,8,11,4,5,7,7,3,1,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140228,0.413429793,-0.330166382,1.157025969,-0.261483851,-0.610930609,0.087962907,0.509401591,0.151033874,0.867769309,0.209505002,-0.059032309,0.478042313,0.688788094,0.166493555,1.211082633,0.565057054,-0.434022968,1.564137076,0.476645018,0.06891112,0.884378916,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.260807165,0.049488071,0.472126258,0.260807165,4,7,8,8,11,5,6,9,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Above the national average,Above the national average,Same as the national avera,Above the national average
140231,1.767574807,1.149663248,2.385486366,-0.232297271,-0.478711269,0.014116728,-2.855873063,-3.14371793,-2.568028196,-0.225966332,-0.488509534,0.03657687,0.206562813,-0.270825997,0.683951622,0.332402221,-0.64486909,1.309673532,0.453780536,0.044676397,0.862884674,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.300533786,-0.476346582,-0.124720991,-0.300533786,3,7,8,8,11,5,5,8,7,3,1,Above the national average,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
140233,-1.428658236,-2.145127208,-0.712189263,-0.242514155,-0.561322356,0.076294046,0.54791771,0.197731066,0.898104354,-0.352524524,-0.536544702,-0.168504346,0.25922129,-0.29265018,0.811092759,-0.129493078,-1.170804137,0.91181798,0.247568558,-0.135480596,0.630617711,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.309579554,-0.509018487,-0.110140622,-0.309579554,3,7,8,8,11,5,5,9,7,3,1,Below the national average,Same as the national avera,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140234,-0.724129786,-1.821616962,0.373357389,-0.11768419,-0.717811455,0.482443076,0.790018923,0.122093923,1.457943923,1.191543837,0.782810562,1.600277111,0.318842976,-0.626287577,1.263973529,0.298629415,-0.873216909,1.470475739,1.108935748,0.385099571,1.832771924,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.319801058,-0.011584549,0.651186665,0.319801058,4,5,3,6,11,5,6,8,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Above the national average
140239,-0.911559925,-1.688993897,-0.134125952,-0.602201266,-0.958826313,-0.24557622,0.081138688,-0.293917503,0.456194879,0.009789841,-0.196999602,0.216579285,-0.289524587,-1.11729225,0.538243076,-0.891848616,-1.996309201,0.212611969,0.536031771,0.183219369,0.888844173,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.338836843,-0.556805311,-0.120868375,-0.338836843,3,7,7,8,11,5,5,9,7,3,1,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average
140240,0.602009856,-0.631820678,1.835840389,0.889807942,0.18401861,1.595597275,0.294970096,-0.401182197,0.991122389,-2.13990854,-2.628578797,-1.651238283,0.573119715,-0.721830178,1.868069608,-0.165943395,-1.411849426,1.079962635,-0.169434881,-0.646552487,0.307682725,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.068176885,-0.440019614,0.303665845,-0.068176885,3,6,4,6,11,3,5,7,7,3,1,Same as the national avera,Above the national average,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140242,0.345070598,-0.294622063,0.984763259,1.014950308,0.741186686,1.28871393,-1.121979677,-1.41227843,-0.831680923,0.40643605,0.050383558,0.762488542,0.635823464,0.138202727,1.1334442,-1.151969788,-2.129563514,-0.174376061,0.397249467,-0.065107732,0.859606665,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.137029127,-0.052436333,0.326494587,0.137029127,3,7,8,8,11,5,5,9,7,3,1,Same as the national avera,Above the national average,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national avera
140250,0.608435226,-0.242986696,1.459857148,-0.177092037,-0.572766967,0.218582892,1.797141674,1.381508559,2.212774788,-0.871149917,-1.185061986,-0.557237849,0.795056278,0.120169015,1.469943541,0.72647297,-0.259557094,1.712503035,-0.562559017,-0.931765381,-0.193352652,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.336972497,0.095585831,0.578359163,0.336972497,4,6,8,7,11,5,6,11,7,3,1,Same as the national avera,Same as the national avera,Above the national average,Below the national average,Above the national average,Same as the national avera,Below the national average
140251,1.454683822,0.60753978,2.301827863,0.645147349,0.205465109,1.084829589,0.441211193,-0.018646436,0.901068822,-2.371594338,-2.965179311,-1.778009364,-0.024273612,-0.940685138,0.892137913,0.519555951,-0.515355038,1.554466941,-0.267469387,-0.578370064,0.043431289,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.046391084,-0.226655698,0.319437865,0.046391084,3,6,7,7,11,4,6,9,7,3,1,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140252,-0.957407377,-1.538737669,-0.376077085,1.956952289,1.708466045,2.205438534,-0.276293166,-0.558706221,0.006119888,-0.351347851,-0.563440604,-0.139255098,0.587544436,0.235497861,0.93959101,0.466804217,-0.481087135,1.414695568,0.734701147,0.348426462,1.120975831,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.153380849,-0.011675272,0.31843697,0.153380849,3,7,8,8,11,5,5,9,7,3,1,Below the national average,Above the national average,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Above the national average
140258,2.309855517,1.69455535,2.925155683,1.413878328,1.148684846,1.679071809,-0.584757502,-0.873974817,-0.295540187,0.108916545,-0.156430782,0.374263872,0.313704347,-0.177855595,0.805264289,0.872954976,0.017576323,1.728333629,0.167139511,-0.203904598,0.53818362,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.768688389,0.592772817,0.94460396,0.768688389,4,7,7,8,11,5,5,9,7,3,1,Above the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera
140275,-0.652302902,-1.694818901,0.390213096,0.731522695,0.211778148,1.251267243,-1.228812883,-1.824611476,-0.633014289,-0.484209982,-0.881812812,-0.086607152,0.501386108,-0.475058658,1.477830874,0.746206645,-0.535631192,2.028044482,0.40124628,-0.031527261,0.83401982,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.293483115,-0.601568755,0.014602526,-0.293483115,3,5,4,7,11,4,6,9,7,3,1,Same as the national avera,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
140276,0.775452211,-0.036885453,1.587789874,-2.602707846,-2.902209493,-2.303206199,-0.305381762,-0.587130674,-0.023632849,-0.188637634,-0.387719879,0.010444611,0.052230003,-0.388656427,0.493116433,-0.143249688,-1.075225118,0.788725742,-1.916048429,-2.388032942,-1.444063915,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.590963231,-0.80090597,-0.381020493,-0.590963231,2,7,8,8,11,5,5,9,7,3,1,Same as the national avera,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average
140280,-0.842973771,-1.541157056,-0.144790486,-0.090374311,-0.404145806,0.223397185,0.085397167,-0.257638542,0.428432876,-1.030149479,-1.346769811,-0.713529147,0.828908076,0.186548103,1.471268049,-0.611633174,-1.663413086,0.440146737,0.448931246,0.04057411,0.857288381,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.386533841,-0.590450221,-0.18261746,-0.386533841,2,7,7,8,11,4,5,9,7,3,1,Below the national average,Same as the national avera,Same as the national avera,Below the national average,Above the national average,Same as the national avera,Above the national average
140281,3.295160948,2.643022414,3.947299482,-0.876718857,-1.110854254,-0.642583459,-3.244070747,-3.474365218,-3.013776275,-0.124949603,-0.445722571,0.195823364,0.035393977,-0.282288699,0.353076652,0.876516089,0.086095206,1.666936972,-1.160824867,-1.708110617,-0.613539116,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.219083809,-0.399106856,-0.039060762,-0.219083809,3,7,8,8,11,5,5,9,7,3,1,Above the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Above the national average,Below the national average
140286,-0.131455822,-1.081752851,0.818841206,0.5938452,0.100813112,1.086877288,0.546596604,0.01408892,1.079104289,-0.115484745,-0.448342373,0.217372882,0.293723188,-0.586781714,1.17422809,1.004042805,0.136724196,1.871361414,0.812301487,0.376874795,1.24772818,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.280972971,0.002999348,0.558946594,0.280972971,4,6,5,7,11,4,6,10,7,3,1,Same as the national avera,Above the national average,Above the national average,Same as the national avera,Same as the national avera,Above the national average,Above the national average
140288,0.673372206,-0.000766407,1.347510818,1.583627691,1.298540183,1.868715198,-1.379301371,-1.696847211,-1.061755531,0.408961567,0.218259683,0.59966345,0.758357216,0.083557435,1.433156996,0.454896214,-0.543897362,1.453689789,-0.347330615,-0.777126369,0.082465139,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.317702133,0.130157262,0.505247004,0.317702133,4,7,7,8,11,5,5,9,7,3,1,Above the national average,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national avera,Same as the national avera
140289,-0.761487003,-1.659696972,0.136722966,0.053585164,-0.412938002,0.52010833,0.138570397,-0.382786215,0.659927009,-0.452671703,-0.944506,0.039162594,0.766234288,0.026337111,1.506131465,-0.020569091,-1.116759097,1.075620914,-0.289185081,-0.69786875,0.119498589,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.206581487,-0.484921438,0.071758464,-0.206581487,3,6,6,7,11,5,6,9,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
140290,1.914643675,1.187442375,2.641844974,0.605716029,0.292143678,0.919288379,0.92623532,0.5825597,1.269910939,-0.382254759,-0.625649799,-0.138859719,0.313590577,-0.245221065,0.872402218,0.752033498,-0.122707029,1.626774025,-0.116618156,-0.508554148,0.275317836,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.712115095,0.509908989,0.914321201,0.712115095,4,6,8,7,11,5,5,9,7,3,1,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national avera,Same as the national avera,Same as the national avera
140291,0.745341369,-0.021117292,1.51180003,1.645676927,1.306596062,1.984757791,1.40541011,1.014517679,1.796302541,-0.084723871,-0.301165484,0.131717742,0.803146093,0.190512377,1.415779809,0.354135605,-0.651499527,1.359770736,0.032230213,-0.359939269,0.424399694,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.864155474,0.649440934,1.078870014,0.864155474,5,7,7,8,11,5,6,10,7,3,1,Same as the national avera,Above the national average,Above the national average,Same as the national avera,Above the national average,Same as the national avera,Same as the national avera
140292,0.286674596,-1.030060932,1.603410124,0.663509542,-0.103641171,1.430660255,0.459945986,-0.198096854,1.117988826,-1.303440041,-2.026328471,-0.58055161,0.192421311,-1.210100249,1.594942871,0.679348858,-0.555607794,1.91430551,0.624718563,0.160814154,1.088622972,0.22,0.22,0.22,0.22,0.04,0.04,0.04,0.083331368,-0.322255084,0.488917819,0.083331368,3,5,6,7,11,3,5,7,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Below the national average,Same as the national avera,Same as the national avera,Above the national average
140294,-0.119353644,-1.50342585,1.264718563,-0.626623704,-1.450190702,0.196943294,0.123845479,-0.748993961,0.996684919,-0.082338682,-0.639201282,0.474523918,0.294494075,-0.791386283,1.380374432,0.13951944,-1.120758019,1.3997969,0.447262362,0.006540888,0.887983837,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.119732486,-0.546435955,0.306970983,-0.119732486,3,4,3,6,11,3,6,6,7,3,1,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera,Same as the national avera
140300,0.075217088,-1.727792762,1.878226938,-0.043490077,-1.548405598,1.461425443,-0.229729405,-1.637591374,1.178132564,,,,-0.347525044,-1.804053582,1.109003494,-0.29045657,-1.480855886,0.899942745,-1.475552382,-1.902692318,-1.048412445,,0.282051282,0.282051282,0.282051282,0.051282051,0.051282051,0.051282051,-0.164233188,-0.942659364,0.614192988,-0.164233188,3,2,1,3,0,2,6,6,3,1,1,Same as the national avera,Same as the national avera,Same as the national avera,missing,Same as the national avera,Same as the national avera,Below the national average
140304,0.242782624,-0.854412831,1.339978079,-0.819172782,-1.372187233,-0.266158331,-1.108662884,-1.699194777,-0.518130991,-0.807820182,-1.283207321,-0.332433044,-0.260038401,-1.251587626,0.731510823,0.833404396,-0.295005755,1.961814547,0.642513099,0.27633965,1.008686547,0.22,0.22,0.22,0.22,0.04,0.04,0.04,-0.499796946,-0.82330428,-0.176289612,-0.499796946,2,6,6,7,11,4,5,7,7,3,1,Same as the national avera,Below the national average,Below the national average,Below the national average,Same as the national avera,Same as the national avera,Above the national average
141300,-0.181230017,-1.889006156,1.526546122,-0.018939974,-1.430268071,1.392388123,,,,,,,,,,-0.016367067,-1.968901335,1.936167201,,,,,0.458333333,0.458333333,,,,0.083333333,-0.093108501,-1.121234249,0.935017246,-0.093108501,3,2,0,4,0,0,0,1,1,1,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,missing
141301,0.04854567,-1.588823469,1.685914809,0.271364686,-1.073276793,1.616006164,,,,,,,,,,-0.07674392,-1.967004133,1.813516294,1.034299591,0.238530006,1.830069176,,0.423076923,0.423076923,,,0.076923077,0.076923077,0.209004817,-0.700934116,1.118943751,0.209004817,3,3,0,4,0,0,2,2,2,2,0,Same as the national avera,Same as the national avera,missing,missing,missing,Same as the national avera,Above the national average
